TIMESTAMP;FLAG_TSEBPT;LE_TSEBPT;H_TSEBPT;NETRAD_TSEBPT;G_TSEBPT;T_S_TSEBPT;T_C_TSEBPT;T_AC_TSEBPT;LN_S_TSEBPT;LN_C_TSEBPT;LE_C_TSEBPT;H_C_TSEBPT;LE_S_TSEBPT;H_S_TSEBPT;R_S_TSEBPT;R_X_TSEBPT;R_A_TSEBPT;USTAR_TSEBPT;L_MO_TSEBPT;ITERATIONS_TSEBPT
201805190530;5;0.0;-22.523695;-27.425999474799013;-4.902303;287.03387;285.5026;285.69962;-21.112604;-56.182735;0.0;-13.419418;0.0;-9.104277;133.5694;18.077347;22.36112;0.25813964;81.51614379882812;3.0
201805190630;0;80.516846;33.407345;121.75279660479353;7.8285995;290.26944;289.2982;289.0392;-21.403355;-71.00348;78.90446;20.480906;1.6123886;12.926439;116.06202;15.419838;14.937844;0.38471326;-127.18809509277344;6.0
201805190730;0;168.26248;65.43778;272.4659685676127;38.765705;294.38864;291.848;291.52936;-31.617462;-71.345924;134.09807;27.608744;34.164417;37.829037;91.48406;13.968876;12.196497;0.46924123;-116.51097106933594;5.0
201805190830;0;273.8749;98.939995;445.74185601957174;72.92697;298.48444;294.25485;293.8644;-42.919704;-70.05087;203.97844;33.40065;69.89646;65.539345;84.74646;14.053471;11.96072;0.46657208;-74.74496459960938;6.0
201805190930;0;367.0694;122.59315;581.6439096087414;91.98134;302.00665;296.41287;295.95895;-52.52941;-68.36701;282.10065;36.739395;84.96874;85.85375;84.14752;14.758683;12.559977;0.42768523;-45.75116729736328;6.0
201805191030;0;435.37723;134.3095;675.5168783074812;105.83011;304.86346;298.20663;297.74527;-60.106163;-65.53799;338.069;35.0761;97.30823;99.2334;85.21424;15.625824;13.313973;0.38677204;-30.38032341003418;7.0
201805191130;0;466.2417;138.59697;716.454981105501;111.61632;306.95667;299.72992;299.35977;-64.99987;-65.83731;368.5723;28.978922;97.66942;109.61804;81.83424;15.082843;12.692292;0.41274932;-35.44967269897461;6.0
201805191230;0;471.61948;135.67027;717.5634421309861;110.27369;308.33527;301.07376;300.81964;-66.09907;-66.62069;381.1781;21.317654;90.44138;114.35262;77.12569;13.987787;11.501067;0.47403356;-54.37028503417969;6.0
201805191330;0;442.00424;121.35298;661.8848732013669;98.52767;308.5411;301.77567;301.58713;-63.884285;-71.56317;364.36377;16.013502;77.64047;105.33948;77.18586;13.765098;11.3412895;0.4875432;-65.38493347167969;6.0
201805191430;0;378.16122;104.36878;563.90337801497;81.37337;307.62625;301.86435;301.72702;-57.43279;-75.557144;318.98727;12.420756;59.17395;91.94803;74.86444;12.901758;10.364212;0.5504843;-109.44154357910156;5.0
201805191530;0;292.1544;69.53645;422.1082537376674;60.417397;305.64185;301.58698;301.48392;-46.474686;-82.34209;240.28337;9.203735;51.87102;60.33272;80.35804;13.061175;10.797052;0.5354685;-146.05038452148438;5.0
201805191630;0;178.01411;31.591143;244.92931678261;35.324066;303.03006;301.05408;300.99042;-33.001682;-88.50665;138.42062;5.5827923;39.593487;26.00835;91.49166;13.297326;11.464127;0.5144547;-263.3507385253906;5.0
201805191730;0;65.28876;7.888178;84.89158480034888;11.714655;299.97516;299.55856;299.52957;-22.861334;-91.7527;48.69376;2.727382;16.594994;5.160796;101.15929;12.439193;10.337535;0.58533937;-1364.710205078125;4.0
