TIMESTAMP;SW_BELOW_ROWS;SW_BELOW_ORIG-CLUMPED;SW_BELOW_NON-CLUMPED
201308060545;10.007212195723612;10.007212222638783;10.013263763294104
201308060600;18.946862084835725;18.946878448754052;19.094703591004777
201308060615;34.38825083056445;28.843790007810156;29.695820644265687
201308060630;56.090854549441985;39.73974534080186;42.81746692103069
201308060645;42.46505565225377;37.3698900844613;38.53940644423708
201308060700;61.46921816033496;49.703573127027184;52.848186484368284
201308060715;131.6198935094498;70.95966539738764;89.06719718739326
201308060730;169.96801283311368;82.86705753244178;110.83696048073551
201308060745;219.9250834937597;96.028862710397;137.80110695863996
201308060800;240.0037615509908;114.7060650991419;159.54841623454496
201308060815;270.08904669871987;138.0387078007551;185.7222352766307
201308060830;300.98640631403947;167.96856712981423;213.48952361188793
201308060845;327.1189204591999;203.5751503808466;240.03371363443176
201308060900;351.7361210256746;243.4086430994147;266.1633878389389
201308060915;377.390921988029;286.64294556983015;292.9302577560143
201308060930;399.9050899725508;329.37541665568494;317.82501288330525
201308060945;411.5325116724588;363.3053469463839;335.53376242809543
201308061000;446.65979835775585;414.12398309710824;367.6534005106657
201308061015;456.6982387701891;441.97654632052627;382.9470136666115
201308061030;473.13451957221156;472.84262830517895;401.65979006818793
201308061045;487.1024255360655;498.90639863548694;417.8630303072677
201308061100;499.465994231668;521.1043937911018;432.08235459988737
201308061115;507.48043180554856;536.5743406941173;442.2264522728024
201308061130;517.4839402263127;552.5443279392822;452.96478853685653
201308061145;524.9398959563185;564.1976178786409;460.905341601191
201308061200;531.687399965189;573.7599428731028;467.40436446094407
201308061215;535.8674146344654;579.1565430316471;471.0190904447274
201308061230;537.4559286258157;580.3403824395987;471.7036193352125
201308061245;536.4361600579354;577.2106011319358;469.43081176355014
201308061300;536.6937809905493;574.0485470540281;467.08143861676376
201308061315;531.4304031963511;562.8217753366106;459.5738471340567
201308061330;525.5369666679525;548.7915879085272;450.5269802496897
201308061345;517.0484237428111;529.410744046673;438.5111597912863
201308061400;502.9266367357599;501.38650924169093;421.5427565260848
201308061415;485.2449208156534;467.1116960326163;401.27074575671907
201308061430;468.97385747595393;431.2240617118365;381.0243254918165
201308061445;447.2635861528702;388.11525052860213;356.61252373073984
201308061500;428.8654939754722;345.1774231577738;333.4299171584316
201308061515;407.9741583642302;299.0747181269247;308.1371475400865
201308061530;387.47223779861577;253.02855730570624;282.42104922193664
201308061545;437.2633426889069;224.7135960565875;288.39069148011185
201308061600;282.86269163333844;163.09155429409861;204.36762952106466
201308061615;255.42278867079156;135.30131920568155;178.7322059128575
201308061630;306.7980491092125;101.504087290837;174.86444374181474
201308061645;258.4306290767144;87.33394649001625;144.6686218867038
201308061700;178.1173265303952;81.1472072980558;112.15030451428306
201308061715;51.36752700821883;46.533520397878945;47.9651442039885
201308061730;150.8051630871704;49.61441921737999;76.4265901723803
201308061745;106.60090832148914;45.644029404779005;59.45866915799088
201308061800;78.59060362204697;36.43035192637442;44.237412755587314
201308061815;47.52473412833399;29.61992582765648;32.352836971149216
201308061830;21.67497057284518;21.67501312070425;22.135942599918977
201308061845;12.375311775792941;12.375311832797754;12.394416277105138
201308061900;3.781344466922702;3.781344466922702;3.781344557787545
201308061915;0.3901502682659366;0.3901502682659366;0.3901502682659366
201308070530;1.1785710470276638;1.1785710470276638;1.178571047933366
201308070545;4.243763667000328;4.243763667000328;4.243763667000328
201308070600;8.018783688608245;8.018783688608245;8.018783688608245
201308070615;13.81705745662107;13.81705745662107;13.81705745662107
201308070630;18.720354951177267;18.720354951177267;18.720354951177267
201308070645;28.280488231768935;27.718489480946953;27.844899994277863
201308070700;40.87540037581374;38.08893893051161;38.8256140910758
201308070715;52.9673946181276;47.58876487778531;49.185739570186904
201308070730;92.25366495583677;69.70707582758156;76.9374981021277
201308070745;115.13539772336475;83.20206779414471;94.05898066563188
201308070800;163.5638714586472;105.55235312433538;126.45975770250988
201404261130;450.0305821606562;475.00317162836245;391.63061778676797
201404261145;187.8826857248898;191.76546497493155;179.89725502230675
201404261200;260.97011398562717;270.20990452101097;243.20917961893872
201404261215;286.3452277102724;297.8755981594468;264.57970565688026
201404261230;475.4962110332102;507.45678111586534;413.404262076645
201404261245;230.91398392154804;237.41255778509958;217.2443202718414
201404261300;300.02760205759284;310.62326625501214;274.2737381549256
201404261315;238.7060723636889;243.9317295167505;222.52384140415808
201404261330;241.54486031605802;245.27272400757022;223.79287967646005
201404261345;456.191064253026;461.4478242639721;384.16115171505874
201404261400;552.3586411618277;542.4005859963106;438.27622315949577
201404261415;431.0003745200937;410.2975596259837;354.2168427066264
201404261430;311.02929134291;290.0000647887906;266.4155131188784
201404261445;368.94758771594354;320.4697959985414;298.47891320734027
201404261500;287.9197778133072;243.49766810870113;239.1998785711418
201404261515;310.67150610189543;237.06645395549742;245.58662524890613
201404261530;228.88096715536165;175.09811888297702;188.4011511909606
201404261545;186.85035467139488;140.9976583235071;155.98466252274915
201404261600;181.70502704007356;126.5675176075285;146.91217043302078
201404261615;276.3779785049208;119.53960285614284;179.51275449765572
201404261630;302.28475338858954;84.18235732106783;165.51408230741757
201404261645;131.89062362473393;82.99031361152481;99.80887281490809
201404261700;105.25057437987198;69.81987548976034;80.50340114727243
201404261715;248.9551006856302;30.75436964280782;88.04848320680162
201404261730;146.92589784354257;46.55943553008007;68.84588150894251
201404261745;91.68472808002348;43.85816109927719;52.14052333707623
201404261800;26.990902781971155;24.436309101229824;24.745158479374417
201404261815;23.61402882463483;20.668608014230223;20.8826817650194
201404261830;10.836175691828037;10.836175706193016;10.847369840738606
201404261845;5.256692842922916;5.256692842922916;5.25672164657005
201404261900;0.41083565162217217;0.41083565162217217;0.41083565162217217
201404270530;1.2812142594768967;1.2812142594768967;1.2812142594768967
201404270545;5.0308763263202785;5.030876326320316;5.03101887234645
201404270600;9.715749963886225;9.659297913591164;9.66363101630473
201404270615;19.57460879846404;18.416110319396385;18.51805947439421
201404270630;40.35721295826248;32.409971205729406;33.51864186071539
201404270645;48.8748966776209;39.37756079873591;41.19977420032903
201404270700;65.6692992976617;49.7808602095572;53.589543707285856
201404270715;56.400652053342945;48.822064006431724;50.94603388756181
201404270730;62.583780229550605;54.82099485678963;57.28333253061854
201404270745;89.62315459985139;71.71281625287394;78.07023079248734
201404270800;108.54232404230618;84.80560616744211;93.73795365979853
201404270815;121.67740624268043;96.48371635073092;105.9663575836351
201404270830;140.2754965659957;112.32323968632356;122.1006922943279
201404270845;182.89778069750116;143.1752309361495;154.68199006644477
201404270900;153.45797362136983;134.3137991930569;137.8636726852796
201404270915;236.708935892804;199.66918701843576;200.33056298138547
201404270930;291.70505312366373;252.39202469721704;242.4829931932191
201404270945;204.0101784537829;192.41549059500767;184.13925444051193
201404271000;197.76188312764998;191.55108433223563;181.48629388063557
201404271015;229.32002177447816;225.21615205912175;208.5978373025927
201404271030;427.598729691737;425.13603237289755;357.92322869458366
201404271045;258.3397229325968;260.73547976735045;235.6035755310134
201404271130;216.88391192860968;221.8244412717653;204.33273152363464
201404271145;274.3077845221226;283.7539339621443;253.10412581584742
201404271200;336.3034250222215;351.70356910976466;303.9240401466286
201404271215;548.1087954558419;589.1030879019893;463.4156969313974
201404271230;743.2087132258032;808.4918459499521;604.7624775437996
201404271245;594.9587007956519;639.4589322681745;492.9819043059686
201404271300;582.4678872441707;620.8481247003103;481.48447015583076
201404271315;465.00779690999707;485.63539598487387;396.6663985410957
201404271330;644.7880570280199;671.6950494701913;511.19035111747917
201404271345;502.6676396296785;509.6772528803744;413.1143249322995
201404271400;139.2093558631707;138.88732373360497;134.40220762440194
201404271415;545.5328224085104;516.5492420248472;421.64799157465865
201404271430;612.2881200204599;545.1636539297742;453.17290033834877
201404271445;369.64500962481776;324.7140139002704;297.9611540038908
201404271500;376.56707770924055;306.0445269578751;292.98731478859503
201404271515;479.7599569649481;318.15991660357355;327.6978207572931
201404271530;424.43451066751845;251.53058936093078;288.0815050511931
201404271545;464.2592077733943;205.06324735837686;284.04940447308473
201404271600;328.0267512096937;153.7425568034696;216.1328419383887
201404271615;332.9250352022504;115.85492298912882;198.0957008962085
201404271630;289.4928405613292;93.86440181845657;167.02118468071313
201404271645;269.2323331985087;73.62142987851874;141.88652173433277
201404271700;234.4149208679953;63.28016021470569;116.05830433105069
201404271715;169.64701230269503;61.61053722330972;91.10007714913928
201404271730;127.14781732935239;54.25500704122898;71.0661026776168
201404271745;86.54873027706557;45.97822365293425;53.341623880161116
201404271800;50.70127652072241;34.979086371248115;37.00136787467824
201404271815;34.477973604381994;25.720654669061222;26.409619663141868
201404271830;16.470109372982375;16.470109463815096;16.574461414542938
201404271845;6.401872914167454;6.401872914167454;6.402061206858047
201404271900;0.4185598569433378;0.4185598569433378;0.4185598569433378
201404280515;0.4182414318788086;0.4182414318788086;0.4182414318788086
201404280530;3.839677591153944;3.839677591153944;3.839677591153944
201404280545;9.107606558071065;9.107606558074346;9.11165516590591
201404280600;20.80873398398883;18.677729388877104;18.851561595077772
201404280615;50.030703757417555;28.771008443841747;30.757511798941323
201404280630;103.28417814830027;26.07019236677863;37.30426327447639
201404280645;139.8431783451805;35.17767693325092;55.83748596737436
201404280700;145.20000698792998;54.62014008901808;76.75077531751305
201404280715;164.33043883124668;66.48196536996474;94.29428128625739
201404280730;204.01163713733132;75.88045826187552;116.6330447924871
201404280745;252.72052978776773;84.74141410800442;144.37307575662982
201404280800;292.80150749847905;100.77253680129655;172.83923310542818
201404280815;325.5332363510535;127.09545600085197;201.31774550026614
201404280830;356.00923561952845;163.66099054813418;230.1728155736487
201404280845;385.4055760895231;209.3012096676839;259.2468415329951
201404280900;412.7794331174502;260.94042090096417;287.766102252719
201404280915;438.21246642263196;314.68902953731055;315.33464648410654
201404280930;465.0487253654168;369.2145614995715;343.2603675504416
201404280945;489.025850065432;420.3901526535186;369.3279190964128
201404281000;509.01785816528087;465.5235122230245;392.57394438135617
201404281015;527.2714507095812;505.5060513449024;413.94047408818614
201404281030;542.6887715009177;539.2355561894827;432.63609188203657
201404281045;558.678662222656;570.2928909277814;450.62347177884425
201404281100;570.7362731228358;594.4296672814061;465.06789604135446
201404281115;581.138662343297;614.2513027160319;477.2970287968028
201404281130;591.056145457131;631.3993167426016;488.04400880874056
201404281145;599.3760236818426;644.9013262234747;496.5549856908376
201404281200;602.5718697538448;650.8304118988431;500.4425122102552
201404281215;606.5239923295557;656.0453773096813;503.58436906672193
201404281230;607.71440945517;656.4824449038051;503.6156109937275
201404281245;604.9022146534483;650.624726362434;499.7130984690135
201404281300;604.2082799734841;645.3165507804459;495.86451126875227
201404281315;598.2589380708728;631.8370974051472;487.2652322693547
201404281330;592.061119351553;615.4740837327147;477.1180180491469
201404281345;579.0819601765495;588.815528391094;461.4903638629156
201404281400;563.1865396621507;555.9413913989397;442.9172298204405
201404281415;544.3830453867471;516.7536018662246;421.55988129041594
201404281430;522.695085624609;471.3996824339564;397.6319303038217
201404281445;496.97107765533;419.61959200692905;370.8079834779169
201404281500;468.52277569269404;363.810141417467;342.1118224185381
201404281515;445.1944065460815;309.371186730943;315.3761054278099
201404281530;419.95652874673476;253.92099813777983;287.3281781677755
201404281545;390.49516439886185;200.9460819019255;257.527394321017
201404281600;357.9289567541931;155.48924293849456;227.06398785397357
201404281615;326.48975642766914;120.06540383479616;197.7250695135352
201404281630;292.75491894191083;95.28222745692716;168.93622216464695
201404281645;258.66308149160324;78.92751215470392;141.69175863824455
201404281700;221.83851937642333;68.66158459937047;116.13049589926182
201404281715;179.84699372080433;60.21688590597489;93.40567836962485
201404281730;140.4123556497682;52.59468713358569;73.30486943827083
201404281745;103.60797707797373;44.91729971114503;55.90959877444209
201404281800;69.23414134458665;36.705225226001915;41.08874965314327
201404281815;39.95969602525067;27.211555885706478;28.291181250338646
201404281830;16.919051235797273;16.919051390314856;17.028294186415867
201404281845;5.98679700978393;5.986797009783935;5.986964627836923
201404281900;0.4182414318788086;0.4182414318788086;0.4182414318788086
201404290515;0.43178169081149764;0.43178169081149764;0.43178169081149764
201404290530;6.013403346029315;6.013403346029315;6.013403346029315
201404290545;10.55130295174964;10.551302951751843;10.567029690773307
201404290600;27.967020510272206;18.717075175233617;19.37413766306736
201404290615;58.772209199992936;28.934456580071306;31.977107674407222
201404290630;90.14844403398351;38.00724080413745;46.0965964449602
201404290645;126.05356420393565;45.87975091258339;62.57206529537688
201404290700;165.97824252630903;52.88872089801027;81.87155464003568
201404290715;208.37223809736048;59.97399149530064;103.994110685177
201404290730;252.80506564546073;68.32607683647402;128.75174987708036
201404290745;288.5166200665263;80.61441272805124;155.78478317613857
201404290800;314.5341557282063;102.91802115743329;182.56820541892523
201404290815;351.40215114243387;132.6765558777396;212.84155321252473
201404290830;378.9582255747959;175.03308337666283;241.4372430711647
201404290845;413.3152861460237;226.83003227873064;272.6810972344039
201404290900;445.5671959161358;285.2751634027564;303.5954634268087
201406291030;598.2902814550696;597.9418345977517;465.9395289035588
201406291045;613.9352357706948;624.3517384346663;483.1469454983516
201406291100;630.1352863014564;649.312600789346;499.7327799410838
201406291115;642.1559869036931;668.1183203452109;512.7003323427423
201406291130;652.3994645055233;683.4774089103643;523.4600099199456
201406291145;659.6665860708396;694.2750185843271;531.1933004977058
201406291200;662.7354369720889;699.301098515634;535.060497684218
201406291214;664.0648605390428;701.3505666125357;536.6109835617671
201406291229;664.7209426754587;701.730214359108;536.6286875393138
201406291244;664.8644617980699;700.4962358434461;535.1148257155958
201406291259;657.1024528440014;689.4324619531716;527.3364261759486
201406291314;652.4926638560647;680.4642302218772;520.3896543039043
201406291329;648.6236140395133;670.589108096419;512.6608740621217
201406291344;637.9826563146477;651.5056152571384;499.5337768606361
201406291359;625.5177301683924;628.2274071327164;484.1573122856377
201406291414;606.1698462390615;595.5022935127671;463.71209835237374
201406291429;588.6796000149084;561.7492347929617;443.3854027800766
201406291444;569.2323131023077;522.8613784897792;421.0571330732613
201406291459;550.26121185604;480.5811810758787;398.0942464662181
201406291514;529.2061487828408;432.6052586220386;373.26122767869117
201406291529;504.70841445581453;378.7421046419417;346.1874915225687
201406291544;475.4154217457236;320.40176574617465;316.7403185156122
201406291559;444.98961971668746;262.4275904591503;286.884298323775
201406291614;412.06072325227433;208.80870211614234;258.4876729038648
201406291629;369.22671742281585;161.56580885007557;228.41086072243021
201406291644;328.7079118946405;124.54827401216161;199.75059040917762
201406291659;288.0972762544032;98.06932036088949;171.9706777159084
201406291714;246.53819000330265;80.75295438543014;145.22474094337636
201406291729;204.48962304499224;69.7572651199307;120.07292800390283
201406291744;164.13522207153545;61.72141640190405;97.261894282742
201406291759;128.3413818450992;53.93638769336778;77.26295704185523
201406291814;94.67401298587117;46.34962191094703;59.77185444803211
201406291829;63.31931996063609;38.5124303222334;44.82161903886289
201406291844;32.2935370811106;30.141525523838254;32.16066713371302
201406291859;20.675649845810334;20.675650830791536;20.99761190687701
201406291914;11.116660081151462;11.116660081175148;11.12764202563441
201406291929;2.882101100498657;2.882101100498657;2.882101101157092
201406300459;2.6894032996880424;2.6894032996880424;2.6894032996880424
201406300514;8.18711539304525;8.187115393045255;8.189409457963142
201406300529;17.87520195991201;17.875202008176952;18.041736234190438
201406300544;27.566369650983532;27.566398573038462;28.789738894917143
201406300559;53.94618802581637;36.84630206202054;41.164337222918036
201406300614;82.19187872063435;45.709850293498825;55.44731604649917
201406300629;112.79324935810575;54.238616955828135;71.99379216650037
201406300644;146.7126165207446;62.46056735345931;91.02933322698041
201406300659;181.20619032893637;71.63168122044846;112.03066200654487
201406300714;218.35921964057323;82.56426832451332;135.25766425590498
201406300729;257.5395177333163;97.72560646521707;160.46986173729562
201406300744;296.89260133501625;120.41049148827733;186.95889010907536
201406300759;336.2629553112792;152.77734764300257;214.3996869739018
201406300814;375.5819859614594;194.902205992266;242.5179960097555
201406300829;412.84050482428773;244.3389613270126;270.64519152213984
201406300844;440.9350044981417;297.4080074455846;298.4859799016021
201406300859;468.9011740351625;351.3999148607113;326.32913453707965
201406300914;494.5508042624152;402.88223472242476;352.9677504237881
201406300929;520.3019147084319;452.00172173549873;379.3408785861822
201406300944;546.2754564100277;498.60812704579666;405.43250178529354
201406300959;566.6695390150236;537.5490645200647;427.94798350727075
201406301014;582.6998938021915;569.3450703460172;447.18941803075853
201406301029;597.9532845675897;597.4914806307183;465.0357346222621
201406301044;613.6426211219509;623.671032192202;482.1966236835291
201406301059;628.6460455696342;647.1638548530816;497.98452937971103
201406301114;639.441761416942;664.4953486957513;510.1374004202985
201406301129;646.0392692397119;675.7838973122501;518.5415114870623
201406301144;654.3939386106048;687.6775880187262;526.9610620576783
201406301159;658.5795080772331;693.9100520184422;531.5730069811634
201406301214;669.4481335740703;706.4977175141145;539.3629543431632
201406301229;647.4350420757321;681.9760100980467;524.6693307020307
201406301244;673.9563223038068;709.7426621538459;540.2322411656103
201406301259;669.8540091392324;702.7025460876633;534.7847418788957
201406301314;672.9032823199565;702.0111938368908;532.5409262711141
201406301329;634.2144481553393;655.0832361676477;503.2659712881382
201406301344;685.0827046310343;700.6214760740962;526.8160325201643
201406301359;643.2874936382858;646.7182976513976;494.30589964058726
201406301414;631.4932250854495;621.184609768175;477.96827532230475
201406301429;501.59241937739364;482.7740363800697;393.04208662676876
201406301444;455.2802637656971;426.07446682993464;356.76991239000887
201406301459;469.72008858806487;419.9435640228526;355.8354832327764
201406301514;465.9574907651046;392.5706673753514;342.6021721068597
201406301529;337.5984761861559;279.63022097475204;262.1075258350695
201406301544;429.220813334499;304.62584521402505;298.09858982537634
201406301559;489.9187412258814;279.6988221913444;304.1060769419553
201406301614;365.5183812787013;205.37811927110806;242.81672122893917
201406301629;287.4918347984148;158.62763461688945;199.44367978330888
201406301644;154.41845649254216;109.82570566711075;126.19043757949113
201406301659;176.98086186752187;104.7195508260744;132.89837710714443
201406301714;147.54211130960095;89.67711397789611;112.3048541150784
201406301729;214.51074171918054;68.17010227515574;123.2214836417773
201406301744;127.13756173082038;69.01867348369372;89.30446558472497
201406301759;71.01790756585957;53.65965455939389;59.12036600612528
201406301814;54.199835444852496;43.64711623465187;46.57525216338262
201406301829;46.78304510189275;37.57409611482675;39.88018704912956
201406301844;29.276572941107116;27.765315535065078;28.54182922384509
201406301859;20.45297264576726;20.452973098345197;20.730871728051856
201406301914;9.128365328033922;9.1283653280361;9.132371424977825
201406301929;2.296312569126762;2.296312569126762;2.2963125694600937
201406301944;1.3013547221804274;1.3013547221804274;1.3013547221804274
201407010444;0.43183901301885286;0.43183901301885286;0.43183901301885286
201407010459;2.6731061128955447;2.6731061128955447;2.6731061128955447
201407010514;8.050682807678701;8.050682807678704;8.05248848777971
201407010529;17.62295025929074;17.622950308057188;17.774810594107528
201407010544;26.101978208859773;26.10199587392726;26.80468469181308
201407010559;48.1553877090668;36.552367576019165;39.47896915257544
201407010614;61.13556190336368;44.68501657085463;49.04624090836661
201407010629;95.91191807262106;55.74532222010302;67.84572263532326
201407010644;146.64266394855733;61.872432445695964;90.45724914060142
201407010659;181.10574270910666;71.01100916619126;111.40332377607783
201407010714;216.48188423737594;82.27248986466276;134.14133698027922
201407010729;254.52306411353402;97.42295686891532;158.94041644828445
201407010744;293.6106553150698;119.66171508231464;185.23907165532177
201407010759;334.8255541521201;151.3455631187279;213.20985109557594
201407010814;371.8062649574158;192.6414728137155;240.4416502044423
201407010829;409.7067362071619;241.59078864295242;268.8510440913508
201407010844;442.23527456377064;296.0573177501265;298.52607055069785
201407010859;471.2264190966651;350.93960088912524;326.94681789638815
201407010914;496.75316338308903;402.87490718827127;353.6722667847184
201407010929;524.761031668624;454.21659193010476;381.3240827916935
201407010944;547.1277364863134;498.44771254364053;405.66716191406744
201407010959;563.8989122255816;534.4481953309141;426.25356212928466
201407011014;581.034011004632;567.4060756968713;446.1404242228338
201407011029;597.3974156586421;596.7958507978262;464.675852481193
201407011044;610.6851978472409;620.6471871582006;480.4094972599803
201407011059;622.1050672151954;640.4200672969152;493.96972683107975
201407011114;635.2076225122722;660.2018989746334;507.55507793992626
201407011129;648.9057984696459;679.2061020116885;520.4971797877885
201407011144;656.0664159755786;689.8675616742075;528.1803256536427
201407011159;663.871080095666;700.1150518949953;535.1482094521277
201407011214;667.5059807818485;704.7660049035918;538.26698162721
201407011229;673.0985605407475;710.584604511987;541.4545113111519
201407011244;673.2735120257628;709.3803778963837;539.9373931521201
201407011259;669.1938292293711;702.3267600719142;534.4875483029526
201407011314;665.8799738639048;694.7132827529182;528.2823746298104
201407011329;659.5453509564347;682.143101747298;518.9389030428572
201407011344;647.5610393437732;661.6190191540567;504.94872667023844
201407011359;632.4550998447613;635.6613157509513;487.982379877698
201407011414;615.4737090989294;605.3023365878797;468.87995840256906
201407011429;596.5684749281716;570.204428068674;447.7163786418896
201407011444;574.4253526089041;528.9958092286995;423.93070837084406
201407011459;554.0104883250782;485.72221626709313;400.2567406751605
201407011514;530.2084150183515;436.0452075920369;374.18088673860194
201408031015;391.2960137828244;383.39154381291985;326.90207483933494
201408031030;387.85048999167464;388.1716011430909;329.32068893533454
201408031045;463.41786802439486;472.24374139452505;386.3516555222063
201408031100;441.3830524592286;454.9748980446581;375.0882188991184
201408031115;504.8389448681831;527.5092620861697;423.1905255364564
