TIMESTAMP;ET;T_CEC;T_REA;T_FVS
20171107;0.5052852031844903;0.15011539666493104;-9999;0.3307575590516073
20171108;-9999;-9999;-9999;-9999
20171109;-9999;-9999;-9999;-9999
20171110;1.26869382993052;0.5002899415300995;-9999;-9999
20171111;0.7106318723747655;0.2621825031874921;0.42144506240239943;-9999
20171112;0.5336020911362497;0.17316298337889366;0.20891566300231723;-9999
20171113;-9999;-9999;-9999;-9999
20171114;0.9474291078845704;0.6997169040058988;0.6934072042579735;-9999
20171115;-9999;-9999;-9999;-9999
20171116;0.4734966381374637;0.24840967649685025;-9999;-9999
20171117;1.0160594517763066;0.8639589759823536;0.839107655651614;0.5979431382487213
20171118;0.9173099459666257;0.7954160519184257;0.9049801213560805;0.629948765688781
20171119;0.7787441280294747;0.6637877376120691;0.6547132523129132;0.5719991515196589
20171120;-9999;-9999;-9999;-9999
20171121;0.6964119249915134;0.538186592814823;0.5400158626150806;-9999
20171122;0.5402099897170344;0.44452724553274975;0.45860178013500524;0.40431407343072806
20171123;0.46126095432857167;0.30432069975730175;0.34834939213609817;-9999
20171124;0.508090128108743;0.4187629614043342;0.40255673547012466;-9999
20171125;0.585490274788556;0.46583025394333744;0.479722094878806;-9999
20171126;-9999;-9999;-9999;-9999
20171127;-9999;-9999;-9999;-9999
20171128;0.7980759528424076;0.7010106932214496;0.6984527532781185;0.5698950302378052
20171129;0.7279835199635597;0.671722536222616;0.6652089927684193;-9999
20171130;0.8919940328731796;0.7902340241464789;0.8055850306659825;0.7392243263815075
20171201;0.7508273490796354;0.7102786779080417;0.7328623267256401;-9999
20171202;0.31380808689250167;0.2702558300086427;0.26942990663567773;0.21487004711858643
20171203;0.8460856667420971;0.7592861364768815;0.7480426290451421;0.6536011925674341
20171204;0.8795517938614523;0.6790536530515149;0.6429110779495222;0.6619868961206232
20171205;0.9304860243247783;0.7251022890499687;0.7641906361903448;0.7546231420343745
20171206;0.901596261814162;0.8082045407505833;0.9079627821876065;0.7458775643791202
20171207;0.675354124866574;0.6216561674320482;0.6371806734216697;0.567867553718055
20171208;0.7463947346481924;0.6563285595877741;0.6494220254583803;0.6565433840920994
20171209;0.8149122013822137;0.7485169335641129;0.74252491802425;-9999
20171210;0.7957714564104283;0.7356244569013762;0.7389167440141173;0.670658988365086
20171211;0.7466733127076157;0.655186958028754;0.6468621428261291;0.6564974854129164
20171212;0.7693351327104754;0.6982749799496677;0.6874618500389654;0.6509853961414431
20171213;0.6877625621808251;0.6574487824171334;0.6598059333456744;-9999
20171214;0.6414338323226624;0.5216653362169775;0.5358293399223986;0.5499790393543701
20171215;0.49687991549552835;0.3431041342648981;0.3270935240292938;0.3907162711023211
20171216;1.04579872636688;0.8114254483098559;0.8006490152288378;0.8008827459937862
20171217;0.851878784411992;0.7410416393261059;0.7808846819702098;0.7045243699242637
20171218;0.6865780163795057;0.6608483040531579;0.6584556198532138;-9999
20171219;0.4797045393965143;0.428501665139307;0.43049804099552286;-9999
20171220;0.9134305711337146;0.7713771553172647;0.747144325242731;-9999
20171221;0.7352678261364584;0.6986317190959329;0.7703153885608213;-9999
20171222;0.474036607211164;0.4338697272447556;0.4288336993662309;0.4283837050312692
20171223;0.3576453156449564;0.32927008349126136;0.32622479024019885;0.35034140602853925
20171224;0.4518008559020557;0.3345067454956443;0.3558129361676805;0.3907708775038407
20171225;0.5628538618487781;0.47239022484296017;0.4840751017041011;0.4290517681026302
20171226;0.5573982807836501;0.5463361705956716;0.5463166518996354;-9999
20171227;0.6466738468448974;0.6357263219122833;0.6379780031791105;-9999
20171228;0.5853019479268097;0.5745342011789151;0.5727655757079559;-9999
20171229;0.6090485901824841;0.5928092960478226;0.6200589017954706;0.504572496708847
20171230;0.6125753916439577;0.5941193773835113;0.5956807968123687;-9999
20171231;0.2745035294249494;0.22464885455042685;0.21977056369720416;0.2422629932511285
20180101;0.710872266382868;0.7001910325896464;0.705247268366241;-9999
20180102;0.5869662506227734;0.5228753412057203;0.514802119945386;-9999
20180103;-9999;-9999;-9999;-9999
20180104;-9999;-9999;-9999;-9999
20180105;0.5494580895783757;0.509364272177585;-9999;-9999
20180106;0.8744672503354373;0.8245033687452844;0.8187633707052934;-9999
20180107;0.37262661893226134;0.34439153545943796;0.3431220132029903;-9999
20180108;-9999;-9999;-9999;-9999
20180109;1.1347109912112467;0.8710163273408558;0.887703619124486;-9999
20180110;0.5888811205686116;0.4881832105294476;0.4269036189107353;-9999
20180111;0.3377637818543657;0.30566304120227134;0.29917543129586394;-9999
20180112;0.935236929932003;0.8777638631088805;0.8995569771421307;-9999
20180113;0.7289972137812466;0.715027838001405;0.7132944816325468;0.5665606212704964
20180114;0.27604911412229;0.26257386590572646;0.26057151845367493;-9999
20180115;0.5521691384688366;0.4291829615412564;0.44960547496276604;-9999
20180116;-9999;-9999;-9999;-9999
20180117;0.7498368734450499;0.6860921403618006;0.6759405372096761;-9999
20180118;-9999;-9999;-9999;-9999
20180119;0.6692323532630766;0.5937298772233961;-9999;-9999
20180120;1.2154684544182934;1.149699356365913;1.1447496641140036;-9999
20180121;0.8360876214683718;0.5151464327062608;-9999;-9999
20180122;1.0926181046786834;1.0555671257768229;1.0690326740495855;-9999
20180123;0.786740795300329;0.7694791771043881;0.7924585393696185;-9999
20180124;-9999;-9999;-9999;-9999
20180125;-9999;-9999;-9999;-9999
20180126;0.9094094229310277;0.8764379567846999;0.8762477741885378;0.706086934250388
20180127;0.8066716776890738;0.7756507956278212;0.7788200593007292;0.6987758996635492
20180128;1.1327227806797833;1.1173386851668163;1.1758693466449859;-9999
20180129;0.6530644887851514;0.6065865834740315;0.6081898256074528;-9999
20180130;1.3461299121439;1.2603787922747423;1.2480388340548256;1.119379058644462
20180131;1.3349761733268835;1.217950154165241;1.2069674876898182;1.1599982859992075
20180201;1.4311107873858466;1.334949317154987;1.3407980519692917;1.114519251332542
20180202;1.6323912710830166;1.4813751676002151;1.4727794180230473;1.4064072189610985
20180203;1.6763903437793;1.3957344776936658;1.380047012597135;1.3079725413571526
20180204;1.38941116305971;1.2638944083709682;1.2441411991908424;1.26176974178821
20180205;2.0543989624908203;1.714798014847618;1.7014541426203824;1.6953288867011682
20180206;1.8131684573960432;1.676116630564365;1.6699235010275852;1.4971313079836694
20180207;1.5923509563059166;1.4767808891017744;1.4846746252629737;1.4079963042114862
20180208;1.59955247272011;1.4404946511958583;1.4504794180721765;1.3738791721260188
20180209;2.2784256061576236;1.940217719497468;1.9089450628778866;1.865322569670505
20180210;1.98798205166958;1.6181713434961078;1.5679674660079133;1.6609875180934455
20180211;1.1103766486220534;0.9699348470082751;0.9391305916568243;0.9533903170181539
20180212;1.3363301007165835;1.1704383068721878;1.2057438510260359;1.1385433662311948
20180213;1.3631852673244402;1.2470756225498587;1.2473334649238186;1.2392065496615965
20180214;1.2089845148426202;1.065665244807457;1.0718271409282663;1.112775638365575
20180215;1.5287523562628567;1.424576871216526;1.410414034272317;1.3566034408122725
20180216;1.413947984450153;1.334265051220538;1.331703313884885;1.2865369847600783
20180217;1.40643736919575;1.32199165906168;1.3142865036359552;1.2680364451584583
20180218;1.2475895539712534;0.7573569699572517;1.0045872669239586;1.083555259870471
20180219;1.1817127251358266;1.0422043076682752;1.046169987273251;0.9485363552217979
20180220;0.8856326564066966;0.8213593377272411;0.8243735497425773;0.7765206589590492
20180221;0.931995935395288;0.8461460220468524;0.865691142863122;-9999
20180222;1.2982324642793601;0.9590439613019996;0.9212846409908174;-9999
20180223;1.3645374995502664;1.2555240048165235;1.2600254210915285;1.0261236489066135
20180224;1.0267991507333198;0.7808707072201878;0.8587217453679156;0.8734461918668087
20180225;1.3078263140133466;1.2073797525389844;1.193385099428785;1.106855808116403
