TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20180101,-9999,-9999,183.665,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,1.0,110.624,-9999,-9999,-9999,-9999,-9999,3.99497,-9999,-9999,-9999,-9999,-9999,-4.21044,0.0,-9999,-4.21044,-4.1927,-4.06982,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-9999
20180102,-9999,-9999,184.286,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,1.0,101.385,-9999,-9999,-9999,-9999,-9999,1.72187,-9999,-9999,-9999,-9999,-9999,-4.87249,0.0,-9999,-4.88256,-4.87249,-4.78294,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-9999
20180103,-9999,-9999,184.965,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,1.0,96.8314,-9999,-9999,-9999,-9999,-9999,3.84308,-9999,-9999,-9999,-9999,-9999,-5.01679,0.0,-9999,-5.01759,-5.00725,-4.95441,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-9999
20180104,-9999,-9999,185.702,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,1.0,110.624,-9999,-9999,-9999,-9999,-9999,3.99497,-9999,-9999,-9999,-9999,-9999,-4.21044,0.0,-9999,-4.21044,-4.1927,-4.06982,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-9999
20180105,-9999,-9999,186.495,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,1.0,101.385,-9999,-9999,-9999,-9999,-9999,1.72187,-9999,-9999,-9999,-9999,-9999,-4.87249,0.0,-9999,-4.88256,-4.87249,-4.78294,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-9999
20180106,-9999,-9999,187.345,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,1.0,96.8314,-9999,-9999,-9999,-9999,-9999,3.84308,-9999,-9999,-9999,-9999,-9999,-5.01679,0.0,-9999,-5.01759,-5.00725,-4.95441,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-9999
20180107,-9999,-9999,188.252,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,110.624,-9999,-9999,-9999,-9999,-9999,3.99497,-9999,-9999,-9999,-9999,-9999,-4.21044,0.0,-9999,-4.21044,-4.1927,-4.06982,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-9999
20180108,-9999,-9999,189.214,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,1.0,101.385,0.0,231.046,-9999,-9999,-9999,1.72187,0.0,3.92396,-9999,-9999,-9999,-4.87249,0.0,-9999,-4.88256,-4.87249,-4.78294,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-9999
20180109,-9999,-9999,190.232,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,1.0,96.8314,0.0,221.486,-9999,-9999,-9999,3.84308,0.0,8.75799,-9999,-9999,-9999,-5.01679,0.0,-9999,-5.01759,-5.00725,-4.95441,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-9999
20180110,-9999,-9999,191.305,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,1.0,110.624,0.0,253.346,-9999,-9999,-9999,3.99497,0.0,9.1266,-9999,-9999,-9999,-4.21044,0.0,-9999,-4.21044,-4.1927,-4.06982,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-9999
