TIMESTAMP;TA;EA;VPD;PA;WS;WD;USTAR;SW_IN;SW_OUT;LW_IN;LW_OUT;NETRAD;G;H;LE;PPFD_IN;PPFD_OUT;CO2;FC;LE_C_ECC;LE_C_REA;LE_C_FVS
201904050030;11.18;12.9;0.37570524568626773;100.48;-9999;-9999;-9999;0.0;0.0;372.43;375.2;-2.77;38.21;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201904050130;11.28;13.0;0.36402820842684847;100.43;-9999;-9999;-9999;0.0;0.0;372.14;375.28;-3.14;-5.9;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201904050230;11.45;13.200000000000001;0.31536655599783536;100.36;-9999;-9999;-9999;0.0;0.0;373.12;375.94;-2.81;-8.76;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201904050330;11.56;13.3;0.31409449750160334;100.31;-9999;-9999;-9999;0.0;0.0;370.95;376.08;-5.12;-8.48;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201904050430;11.57;13.3;0.323101207043365;100.29;-9999;-9999;-9999;0.0;0.0;373.57;376.4;-2.83;-5.7;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201904050530;11.56;13.3;0.31409449750160334;100.27;-9999;-9999;-9999;0.0;0.0;373.61;376.52;-2.91;-9.86;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201904050630;11.7;13.4;0.34066729165078335;100.34;-9999;-9999;-9999;10.91;0.0;373.43;377.0;7.34;-6.38;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201904050730;12.03;13.5;0.5431296495005569;100.37;2.2;137.5;-9999;48.02;8.08;374.46;380.38;34.03;-6.14;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201904050830;12.19;12.6;1.5918785499849406;100.44;0.8;184.5;-9999;68.92;11.75;362.33;381.01;38.49;-6.11;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201904050930;12.26;12.3;1.9573915600466911;100.54;0.7;159.9;-9999;134.84;22.78;361.12;385.06;88.12;-1.16;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201904051030;12.21;12.4;1.8105694308826603;100.56;1.7;139.6;-9999;128.85;21.49;367.43;384.67;90.12;1.48;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201904051130;12.36;12.6;1.7514437937461445;100.59;2.7;134.0;-9999;254.43;43.3;368.67;390.72;189.07;2.45;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201904051230;12.68;12.6;2.0560949233722603;100.66;3.0;138.4;-9999;223.34;37.93;367.0;389.9;162.51;10.2;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201904051330;12.79;12.5;2.262126655550704;100.63;2.7;145.6;-9999;221.93;38.51;370.09;390.45;163.05;10.41;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201904051430;13.67;12.4;3.234996097825439;100.6;2.6;148.4;-9999;320.72;56.2;366.35;399.0;231.87;8.72;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201904051530;13.85;12.6;3.219032983365855;100.61;2.4;158.1;-9999;265.18;46.81;362.25;398.47;182.15;13.09;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201904051630;13.03;13.100000000000001;1.895817086431732;100.65;2.9;120.3;-9999;144.28;26.26;371.22;390.93;98.31;17.17;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201904051730;12.25;13.5;0.7480162746518708;100.66;2.7;110.4;-9999;50.32;9.59;376.28;384.0;33.01;7.09;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201904051830;11.95;13.4;0.5692717353030421;-9999;2.9;122.3;-9999;5.99;0.0;369.75;379.43;-3.69;1.77;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201904051930;11.87;13.3;0.5957563563129877;-9999;3.3;127.3;-9999;0.0;0.0;368.87;378.22;-9.34;1.28;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201904052030;11.67;13.200000000000001;0.5134575791570004;-9999;2.8;136.8;-9999;0.0;0.0;373.44;377.17;-3.73;-5.99;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201904052130;11.67;13.0;0.7134575791570015;-9999;1.6;145.8;-9999;0.0;0.0;373.83;376.8;-2.97;-6.21;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201904052230;11.5;13.0;0.5601643792913897;-9999;-9999;-9999;-9999;0.0;0.0;374.11;376.13;-2.02;-2.57;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201904052330;11.22;13.0;0.31097248298532953;-9999;-9999;-9999;-9999;0.0;0.0;373.37;375.62;-2.25;-9.32;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201904060030;11.36;13.100000000000001;0.3350591352585983;-9999;-9999;-9999;-9999;0.0;0.0;374.1;376.16;-2.06;-7.07;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201904060130;11.41;13.100000000000001;0.37962227876696986;-9999;-9999;-9999;-9999;0.0;0.0;373.84;375.94;-2.11;-2.87;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201904060230;11.31;13.100000000000001;0.29062591379021363;-9999;-9999;-9999;-9999;0.0;0.0;373.73;375.45;-1.72;-10.1;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201904060330;11.46;13.100000000000001;0.42431566957978006;-9999;-9999;-9999;-9999;0.0;0.0;373.81;375.42;-1.61;-5.7;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201904060430;11.55;13.200000000000001;0.40509303704131483;-9999;-9999;-9999;-9999;0.0;0.0;373.59;376.16;-2.56;-5.95;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201904060530;11.68;13.3;0.4225222018359016;-9999;-9999;-9999;-9999;0.0;0.0;370.54;376.58;-6.04;-8.63;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201904060630;12.02;13.4;0.6338786312017373;-9999;-9999;-9999;-9999;26.01;4.68;370.22;378.59;12.96;-4.67;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201904060730;12.39;13.5;0.8797658535000306;-9999;-9999;-9999;-9999;64.62;10.86;372.62;382.27;44.11;-5.41;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201904060830;12.72;13.700000000000001;0.9945740333119399;-9999;-9999;-9999;-9999;142.06;23.46;374.05;386.7;105.94;-2.87;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201904060930;13.43;14.2;1.1925472131941994;-9999;-9999;-9999;-9999;216.62;35.61;382.58;393.01;170.59;4.26;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201904061030;14.6;14.6;2.006544501194453;-9999;-9999;-9999;-9999;341.22;58.67;376.59;403.34;255.79;8.17;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201904061130;15.58;14.6;3.0874401729212426;100.99;3.0;143.1;0.2266;303.36;52.39;373.38;407.76;216.59;14.34;53.82;238.68;-9999;-9999;754.7;-0.167;-9999;-9999;-9999
201904061230;15.03;13.899999999999999;3.173439343523089;100.99;2.9;154.0;0.224;291.59;50.68;380.29;403.8;217.4;19.31;22.04;93.63;-9999;-9999;747.27;-0.3824;-9999;-9999;-9999
201904061330;15.13;13.5;3.6836604502835364;100.99;2.2;171.9;0.1972;201.18;34.21;375.62;402.56;140.04;18.53;30.2;89.8;-9999;-9999;752.64;-0.3524;-9999;-9999;-9999
201904061430;15.1;13.100000000000001;4.050528575392249;101.01;2.1;182.6;0.2515;204.25;34.79;374.52;402.48;141.5;18.12;21.92;62.52;-9999;-9999;752.47;-0.1788;-9999;-9999;-9999
201904061530;15.0;13.5;3.5404945379493;100.98;2.0;163.4;0.232;275.11;48.13;369.72;406.12;190.58;-3.25;23.11;74.72;-9999;-9999;753.06;-0.069;-9999;-9999;-9999
201904061630;14.62;13.200000000000001;3.428008747282723;100.97;2.6;171.6;0.235;137.84;24.0;371.55;398.05;87.34;-4.99;33.46;66.92;-9999;-9999;757.28;-0.141;-9999;-9999;-9999
201904061730;14.37;13.0;3.361452525936599;101.01;1.8;142.5;0.1361;60.69;10.87;373.18;393.22;29.78;6.93;8.21;36.87;-9999;-9999;759.19;-0.0294;-9999;-9999;-9999
201904061830;13.63;12.6;2.9943559588420463;101.04;2.0;162.8;0.166;8.6;0.0;373.01;386.16;-4.55;5.19;-2.26;23.84;-9999;-9999;765.97;0.0866;-9999;-9999;-9999
201904061930;13.11;12.7;2.37443469762316;101.1;1.7;162.8;0.1538;0.0;0.0;373.32;383.45;-10.13;-3.76;-7.48;15.31;-9999;-9999;773.36;0.1424;-9999;-9999;-9999
201904062030;12.68;13.0;1.65609492337226;101.21;1.8;132.8;0.1275;0.0;0.0;374.86;381.67;-6.81;-1.45;-4.82;-10.61;-9999;-9999;779.14;0.1089;-9999;-9999;-9999
201904062130;12.01;13.600000000000001;0.4246329836750977;101.25;2.3;139.9;0.1623;0.0;0.0;376.47;379.99;-3.52;-6.32;-4.53;52.09;-9999;-9999;813.44;0.0917;-9999;-9999;-9999
201904062230;12.14;13.799999999999999;0.34524608637389775;-9999;1.8;151.6;-9999;0.0;0.0;377.99;380.34;-2.34;-2.74;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201904062330;12.24;13.899999999999999;0.3386464217322285;-9999;1.5;148.0;-9999;0.0;0.0;378.63;380.58;-1.95;-4.12;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201904070030;12.49;14.2;0.2745287014374007;-9999;1.6;153.4;-9999;0.0;0.0;379.94;381.74;-1.8;-7.91;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201904070130;12.8;14.399999999999999;0.3717993266064781;-9999;-9999;-9999;-9999;0.0;0.0;381.33;382.84;-1.51;-2.8;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201904070230;12.94;14.6;0.3078041261999118;-9999;-9999;-9999;-9999;0.0;0.0;382.36;383.53;-1.17;-3.7;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201904070330;13.09;14.8;0.25474634057000145;-9999;-9999;-9999;-9999;0.0;0.0;383.23;384.26;-1.03;-6.59;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201904070430;13.22;14.9;0.28312654661681513;-9999;-9999;-9999;-9999;0.0;0.0;383.67;384.62;-0.96;-2.45;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201904070530;13.3;15.1;0.16260808309323238;-9999;-9999;-9999;-9999;0.0;0.0;384.57;385.44;-0.86;-2.33;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201904070630;13.46;15.3;0.1226711372938123;-9999;-9999;-9999;-9999;18.04;3.0;385.82;387.15;13.7;-3.94;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201904070730;13.8;15.5;0.2677213091697528;-9999;-9999;-9999;-9999;82.68;13.68;388.46;391.53;65.93;-1.58;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201904070830;14.38;15.8;0.5720421220333058;-9999;-9999;-9999;-9999;171.09;28.56;390.41;397.96;134.97;5.81;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201904070930;15.05;16.1;0.995433667681727;-9999;-9999;-9999;-9999;197.75;33.67;384.81;402.21;146.68;5.16;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201904071030;15.86;16.1;1.9074186001550117;101.62;-9999;-9999;-9999;322.42;55.27;375.14;410.06;232.23;11.82;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201904071130;16.45;16.0;2.6983707542260404;101.62;3.0;136.7;0.2313;346.74;60.5;377.15;413.91;249.48;17.96;31.29;87.26;-9999;-9999;725.21;-0.2864;-9999;-9999;-9999
201904071230;18.5;15.9;5.383771726594185;101.57;2.5;125.7;0.2206;899.75;165.91;333.52;447.82;619.53;23.96;95.47;185.16;-9999;-9999;744.12;-0.5099;-9999;-9999;-9999
201904071330;19.24;15.4;6.891331360318139;101.52;1.9;125.3;0.1973;479.1;88.76;375.33;439.57;326.1;42.62;118.08;197.01;-9999;-9999;746.73;-0.5072;-9999;-9999;-9999
201904071430;19.99;15.5;7.854993350420116;101.47;2.2;118.2;0.2089;520.68;97.9;354.78;442.66;334.9;45.38;107.95;169.1;-9999;-9999;742.17;-0.4861;-9999;-9999;-9999
201904071530;20.12;15.600000000000001;7.943821134402711;101.4;2.0;111.2;0.2073;373.62;69.87;344.2;435.67;212.28;39.21;68.41;108.93;-9999;-9999;739.35;-0.345;-9999;-9999;-9999
201904071630;20.04;15.8;7.627461555541547;101.4;1.5;138.7;0.1252;177.96;32.99;361.84;425.87;80.94;31.96;24.58;74.38;-9999;-9999;737.59;-0.2118;-9999;-9999;-9999
201904071730;19.13;15.4;6.738959374438112;101.39;1.0;212.0;0.1685;69.5;13.08;370.75;414.97;12.2;24.25;-1.19;35.83;-9999;-9999;745.12;0.0009;-9999;-9999;-9999
201904071830;17.39;14.8;5.047408398608329;101.4;0.4;230.1;0.1378;10.94;2.27;344.61;398.23;-44.95;14.89;-8.12;16.46;-9999;-9999;763.21;0.0927;-9999;-9999;-9999
201904071930;15.64;14.9;2.855582764680724;101.44;0.4;208.2;0.0688;0.0;0.0;356.54;390.8;-34.25;5.76;-1.32;1.37;-9999;-9999;810.52;0.05;-9999;-9999;-9999
201904072030;15.04;14.9;2.1844333915506144;101.46;0.4;195.4;0.0724;0.0;0.0;351.75;387.76;-36.01;2.11;-3.79;7.25;-9999;-9999;818.22;0.0987;-9999;-9999;-9999
201904072130;14.46;14.9;1.5569762838073924;101.48;0.6;155.7;0.0889;0.0;0.0;363.21;387.68;-24.47;1.41;-3.1;2.95;-9999;-9999;827.85;0.0785;-9999;-9999;-9999
201904072230;14.27;14.9;1.355887671174214;101.46;0.6;230.6;0.0454;0.0;0.0;361.77;386.77;-25.0;-7.13;-1.88;1.51;-9999;-9999;835.1;0.0419;-9999;-9999;-9999
201904072330;13.81;14.8;0.9779719054352256;101.46;0.6;254.2;0.0793;0.0;0.0;356.38;384.11;-27.73;-4.01;-1.53;1.14;-9999;-9999;836.88;0.0606;-9999;-9999;-9999
201904080030;13.42;14.6;0.7825174253295497;101.41;0.3;266.5;0.0651;0.0;0.0;345.61;379.78;-34.17;-2.58;-1.09;-2.91;-9999;-9999;849.71;0.1422;-9999;-9999;-9999
201904080130;12.62;14.1;0.49854268520624423;101.37;0.7;260.4;0.0422;0.0;0.0;347.12;372.88;-25.76;-9.21;-1.18;-1.05;-9999;-9999;841.29;0.0084;-9999;-9999;-9999
201904080230;12.05;13.700000000000001;0.36164780909905225;-9999;0.5;281.3;-9999;0.0;0.0;358.05;372.68;-14.63;-11.03;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201904080330;11.85;13.4;0.4774308730930539;-9999;0.5;287.9;-9999;0.0;0.0;359.94;372.3;-12.36;-7.54;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201904080430;11.52;13.200000000000001;0.37812012395233374;-9999;0.4;278.6;-9999;0.0;0.0;358.3;369.45;-11.16;-14.84;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201904080530;11.19;13.0;0.2845143231659897;-9999;0.3;198.2;-9999;0.0;0.0;362.69;370.16;-7.47;-12.97;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201904080630;11.87;13.700000000000001;0.19575635631298738;-9999;0.5;180.8;-9999;21.67;3.64;375.96;378.77;15.22;-7.63;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201904080730;12.57;14.299999999999999;0.2507346679874196;101.29;1.0;155.3;-9999;32.33;5.17;380.82;383.35;24.63;2.05;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201904080830;13.17;14.9;0.2336358981898119;101.29;1.2;144.4;-9999;71.94;12.17;384.48;389.22;55.02;5.35;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201904080930;13.9;15.5;0.3704916051984899;101.3;2.1;116.1;-9999;155.19;28.29;386.67;396.71;116.86;3.18;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201904081030;14.81;15.9;0.9331399135781968;101.31;2.9;127.5;-9999;136.15;23.81;390.49;399.26;103.57;2.5;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201904081130;15.19;16.4;0.8500931738967417;-9999;2.5;148.0;-9999;166.86;26.76;393.8;401.58;132.31;6.37;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201904081230;15.76;17.2;0.6925610033442275;-9999;2.2;138.5;-9999;191.62;29.77;399.76;406.25;155.35;9.86;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201904081330;16.29;17.7;0.8087284160258754;-9999;2.2;135.4;-9999;184.57;28.64;402.39;409.1;149.22;13.36;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201904081430;16.3;17.3;1.2205313222897871;-9999;0.8;198.1;-9999;150.83;23.12;400.86;408.21;120.36;16.87;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201904081530;16.16;17.0;1.355891361404506;101.14;1.3;166.4;-9999;152.41;23.96;398.34;407.09;119.7;16.89;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201904081630;16.27;16.5;1.985142442426664;101.12;1.4;152.7;-9999;186.51;30.34;381.42;408.87;128.72;17.11;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
201904081730;15.57;16.599999999999998;1.076105466055818;101.07;1.5;147.2;-9999;29.06;4.96;382.99;399.02;8.07;11.83;-9999;-9999;-9999;-9999;756.53;-9999;-9999;-9999;-9999
201904081830;15.26;16.0;1.3278835050874065;101.07;0.7;184.3;-9999;23.61;4.7;371.47;395.73;-5.35;6.23;-9999;-9999;-9999;-9999;766.34;-9999;-9999;-9999;-9999
201904081930;14.33;14.6;1.7191544012812603;101.07;0.9;263.1;-9999;0.0;0.0;380.15;382.21;-2.07;3.15;-9999;-9999;-9999;-9999;806.58;-9999;-9999;-9999;-9999
201904082030;13.3;13.600000000000001;1.6626080830932306;101.13;0.6;294.9;-9999;0.0;0.0;373.17;371.64;1.52;-1.25;-9999;-9999;-9999;-9999;806.09;-9999;-9999;-9999;-9999
201904082130;11.97;12.8;1.187704047912396;101.17;0.8;267.9;0.0674;0.0;0.0;369.08;367.82;1.26;-11.28;-4.3;-4.56;-9999;-9999;812.78;0.0281;-9999;-9999;-9999
201904082230;11.69;12.1;1.631592105122449;101.18;1.0;290.0;0.2074;0.0;0.0;366.22;366.35;-0.13;-12.68;-5.73;-1.44;-9999;-9999;801.71;0.0414;-9999;-9999;-9999
201904082330;11.68;11.6;2.1225222018359027;101.19;1.8;280.7;0.3278;0.0;0.0;357.63;366.16;-8.53;-11.8;-8.82;7.13;-9999;-9999;778.32;0.1607;-9999;-9999;-9999
201904090030;11.36;11.399999999999999;2.035059135258601;101.23;1.6;283.0;0.2626;0.0;0.0;316.25;364.14;-47.89;-19.42;-4.11;2.47;-9999;-9999;777.15;0.1461;-9999;-9999;-9999
201904090130;10.71;10.9;1.967443681969364;101.24;1.4;279.4;0.2618;0.0;0.0;292.47;361.58;-69.1;-13.25;-6.49;1.77;-9999;-9999;780.23;0.1157;-9999;-9999;-9999
201904090230;9.9;10.600000000000001;1.5897737444055373;101.24;0.8;296.8;0.1794;0.0;0.0;287.31;355.98;-68.67;-22.28;-7.44;-1.14;-9999;-9999;788.26;0.0519;-9999;-9999;-9999
201904090330;9.85;10.5;1.6489938420326737;101.27;1.1;298.5;0.2814;0.0;0.0;281.42;356.39;-74.97;-16.1;-7.94;1.38;-9999;-9999;789.44;0.0989;-9999;-9999;-9999
201904090430;9.88;10.0;2.1734473150494793;101.32;1.7;288.2;0.3473;0.0;0.0;288.68;357.26;-68.59;-23.42;-26.09;1.88;-9999;-9999;782.81;0.1114;-9999;-9999;-9999
201904090530;8.81;9.6;1.727618581677877;101.36;1.3;297.0;0.2762;0.0;0.0;264.85;351.79;-86.94;-18.47;-37.77;26.25;-9999;-9999;795.72;-0.0994;-9999;-9999;-9999
201904090630;10.02;9.7;2.588138601702447;101.43;1.9;290.3;0.3662;101.58;21.75;262.09;361.18;-19.26;-21.94;-32.0;12.35;-9999;-9999;782.28;0.0902;-9999;-9999;-9999
201904090730;11.74;9.5;4.277020922902501;101.52;2.5;324.1;0.5897;299.73;62.73;261.28;377.23;121.04;-16.37;-5.61;60.82;-9999;-9999;778.74;-0.1046;-9999;-9999;-9999
201904090830;12.97;9.3;5.6370910901849545;101.58;3.5;329.1;0.8137;508.66;101.87;263.8;391.36;279.23;-12.23;32.5;139.83;-9999;-9999;772.34;-0.2346;-9999;-9999;-9999
201904090930;14.43;9.1;7.325080638854866;101.61;3.8;310.6;0.7908;700.84;139.16;265.99;409.06;418.61;2.21;106.66;166.84;-9999;-9999;766.9;-0.3307;-9999;-9999;-9999
201904091030;15.47;8.7;8.863109309511174;101.62;4.3;308.7;0.8855;845.75;165.93;270.66;423.09;527.4;16.75;168.06;205.69;-9999;-9999;764.11;-0.3915;-9999;-9999;-9999
201904091130;16.46;8.4;10.310279916092876;101.58;4.0;310.7;0.8721;930.43;181.75;274.66;436.83;586.52;31.13;186.32;182.33;-9999;-9999;760.53;-0.335;-9999;-9999;-9999
201904091230;17.37;7.9;11.922329225434522;101.54;4.4;305.3;0.9493;954.09;187.3;275.94;443.11;599.63;37.38;240.99;224.85;-9999;-9999;757.13;-0.3771;-9999;-9999;-9999
201904091330;18.15;7.7;13.121317596972311;101.52;4.1;314.2;0.8805;896.13;177.21;280.12;446.29;552.75;39.67;233.18;227.98;-9999;-9999;753.91;-0.3679;-9999;-9999;-9999
201904091430;18.35;7.800000000000001;13.284484119749948;101.5;4.1;313.0;0.8581;771.71;153.07;283.09;440.1;461.63;42.3;202.2;183.37;-9999;-9999;752.59;-0.3095;-9999;-9999;-9999
201904091530;17.85;8.8;11.631977370036296;101.48;4.0;291.9;0.7847;598.03;117.86;286.91;428.1;338.99;36.87;195.74;173.96;-9999;-9999;751.17;-0.2958;-9999;-9999;-9999
201904091630;16.78;8.9;10.194911217207485;101.47;3.9;280.0;0.6435;396.82;76.3;284.35;410.93;193.94;28.92;128.97;122.07;-9999;-9999;754.9;-0.2112;-9999;-9999;-9999
201904091730;15.73;8.7;9.158229603298157;101.47;3.3;291.0;0.6382;188.26;29.99;279.52;393.32;44.47;15.51;52.82;91.16;-9999;-9999;759.5;-0.1191;-9999;-9999;-9999
201904091830;13.52;8.9;6.583074762412053;101.48;3.0;274.4;0.4248;25.13;3.31;275.33;376.81;-79.66;1.04;-9.16;43.43;-9999;-9999;767.45;0.0121;-9999;-9999;-9999
201904091930;12.1;8.8;5.308037383696741;101.53;3.4;275.7;0.4878;0.0;0.0;271.98;369.51;-97.53;-7.36;-45.78;26.52;-9999;-9999;772.97;0.1622;-9999;-9999;-9999
201904092030;11.05;8.8;4.361654974179043;101.58;2.9;285.1;0.5115;0.0;0.0;267.58;364.34;-96.76;-17.51;-54.13;25.21;-9999;-9999;778.95;0.1918;-9999;-9999;-9999
201904092130;10.42;8.7;3.921097725876624;101.61;2.6;285.0;0.4903;0.0;0.0;264.26;360.52;-96.25;-18.87;-43.98;18.19;-9999;-9999;783.39;0.1418;-9999;-9999;-9999
201904092230;9.22;8.6;3.045383057128026;101.62;2.1;257.7;0.2587;0.0;0.0;263.09;354.3;-91.22;-21.24;-35.44;10.08;-9999;-9999;790.29;0.1342;-9999;-9999;-9999
201904092330;8.87;8.4;2.97363723084362;101.66;2.2;274.4;0.3463;0.0;0.0;259.5;352.54;-93.04;-21.92;-31.74;11.32;-9999;-9999;791.08;0.12;-9999;-9999;-9999
201904100030;8.48;8.0;3.077441805170359;101.69;2.3;270.1;0.2947;0.0;0.0;256.9;349.86;-92.95;-25.7;-45.43;13.25;-9999;-9999;794.17;0.1569;-9999;-9999;-9999
201904100130;7.95;7.800000000000001;2.8858430990850277;101.67;2.3;266.5;0.2682;0.0;0.0;255.79;347.37;-91.58;-21.68;-35.83;11.39;-9999;-9999;796.06;0.1155;-9999;-9999;-9999
201904100230;7.87;7.6;3.0278084704479404;101.66;2.6;287.2;0.4697;0.0;0.0;254.8;347.61;-92.81;-28.52;-44.33;13.56;-9999;-9999;796.94;0.1287;-9999;-9999;-9999
201904100330;7.66;7.5;2.976789824486209;101.68;2.3;282.1;0.3974;0.0;0.0;255.16;345.88;-90.72;-25.21;-37.94;13.5;-9999;-9999;797.8;0.1199;-9999;-9999;-9999
201904100430;7.02;7.5;2.528166192110673;101.71;2.2;277.0;0.3671;0.0;0.0;254.02;343.5;-89.48;-25.45;-43.89;17.17;-9999;-9999;802.52;0.1372;-9999;-9999;-9999
201904100530;7.13;7.4;2.7040435390131687;101.71;2.4;281.6;0.4704;0.0;0.0;253.97;344.22;-90.25;-28.45;-42.51;12.29;-9999;-9999;800.54;0.131;-9999;-9999;-9999
201904100630;8.46;7.4;3.662437598822031;101.73;3.4;298.1;0.7066;108.14;26.38;253.86;354.32;-18.7;-25.39;-38.41;18.64;-9999;-9999;793.49;0.0694;-9999;-9999;-9999
201904100730;10.26;7.6;4.88697122078683;101.78;3.5;315.2;0.79;298.39;71.24;254.18;372.41;108.93;-23.61;8.62;46.21;-9999;-9999;786.67;-0.0745;-9999;-9999;-9999
201904100830;12.2;7.7;6.501221280927536;101.79;3.8;316.4;0.8371;508.08;113.31;257.98;393.43;259.32;-10.51;99.63;86.56;-9999;-9999;778.52;-0.2521;-9999;-9999;-9999
201904100930;14.2;7.9;8.282349424827464;101.78;3.6;318.3;0.7683;696.03;149.82;264.65;416.41;394.44;-2.72;145.48;107.83;-9999;-9999;770.46;-0.3003;-9999;-9999;-9999
201904101030;16.11;8.299999999999999;9.99740404266968;101.78;3.5;322.9;0.7489;840.34;175.95;272.36;437.36;499.39;17.7;188.69;133.21;-9999;-9999;763.51;-0.3363;-9999;-9999;-9999
201904101130;17.84;8.5;11.919110268213874;101.74;3.1;330.7;0.6567;923.9;189.75;279.03;454.6;558.58;36.04;219.64;168.56;-9999;-9999;757.08;-0.3582;-9999;-9999;-9999
201904101230;19.16;8.7;13.480424414295896;101.68;3.1;341.2;0.6461;939.47;191.07;284.47;463.69;569.17;49.5;229.23;192.72;-9999;-9999;752.15;-0.3613;-9999;-9999;-9999
201904101330;20.52;9.0;15.133258750823071;101.62;2.8;345.7;0.5873;890.33;181.2;290.17;468.26;531.03;55.44;217.84;196.09;-9999;-9999;746.65;-0.3278;-9999;-9999;-9999
201904101430;21.31;9.9;15.435543296456936;101.59;2.6;323.3;0.5451;766.43;155.06;298.49;464.55;445.31;53.49;176.3;180.83;-9999;-9999;740.67;-0.2899;-9999;-9999;-9999
201904101530;20.94;10.4;14.366063055973763;101.53;2.9;294.4;0.5446;601.29;120.63;299.47;449.88;330.25;56.33;163.32;170.45;-9999;-9999;739.27;-0.2572;-9999;-9999;-9999
201904101630;19.72;10.4;12.567053982810956;101.48;3.4;273.8;0.4943;395.75;76.93;298.86;428.15;189.53;41.61;114.68;120.68;-9999;-9999;742.58;-0.2025;-9999;-9999;-9999
