TIMESTAMP;ET;T_CEC;T_REA;T_FVS
20190727;3.3448954610182065;3.1821974872344025;3.3047734626366583;2.9625147464898527
20190728;3.1756354042190265;2.8065145462498258;2.8197094311235085;2.653238135360763
20190729;2.1310929448700935;2.0097974021353844;2.004697582261759;1.9534159721952429
20190730;2.30808933774745;2.248985487152263;2.2974284443008113;2.147641353447809
20190731;2.7781460885232363;2.657580036519889;2.6647555883754683;2.500753137083531
20190801;2.45928691775711;2.3490473595817183;2.352136997042392;-9999
20190802;3.0077205747068327;2.822718518321297;2.81544695701635;2.579495235644342
20190803;3.2575071589635365;3.1881426417906717;3.2094485512677133;2.795755751971718
20190804;2.57606107802593;2.5244866512681132;2.5245854080451635;2.293705886602875
20190805;2.1523698486639797;2.059525150964108;2.043787916035776;1.9219333952098085
20190806;2.5859354382796234;2.440527594763331;2.403858049657356;2.346694739976482
20190807;2.64143614813573;2.4841643417567365;2.4500666014452164;2.3598628165254114
20190808;2.4438419764992;2.307299003778999;2.291709133047604;-9999
20190809;2.26674325941954;2.0521902548897506;2.0266282985857513;2.1436963338776445
20190810;2.0840696178938765;1.9639918758160764;1.9497052750041621;1.9640049759987674
20190811;2.7069248983788934;2.5633450849608206;2.548826383980131;2.2955877575231893
20190812;2.71162541747616;2.5453900407857772;2.5419634628306853;2.2526142378366214
20190813;2.7087845950274763;2.550410163409962;2.5606439530881606;2.396553806425596
20190814;2.9387698760846934;2.735473429972432;2.7265845842547676;2.543067105981059
20190815;2.7615491732058666;2.5016995243514484;2.503622524057669;2.3680779767832814
20190816;3.0888346953461263;2.8523443222802127;2.854990523642027;2.9056126472618202
20190817;2.2629020718654265;2.203105656284649;2.2032533908252634;2.1274670770461417
20190818;1.6629484805051635;1.598677599954345;1.5939925772142198;1.5755397544685612
20190819;1.4789593406591937;1.4348533743119494;1.4292132982348382;1.4008891727119772
20190820;1.57058757165984;1.47660521135006;1.4764826855870758;1.4545180404876463
20190821;2.0362186111767664;1.8992969415229035;1.9040400777618485;1.914681281249214
20190822;2.5211709379612066;2.3631040779726957;2.405420110102381;2.1340319279437945
20190823;2.5067056715807396;2.4090437014694914;2.4106084819728077;2.2141122361506658
20190824;2.3867457111775767;2.321234543644747;2.346978210447154;2.2438211049513206
20190825;2.217782330992477;2.136974345511646;2.143774452125718;1.9789836959835043
20190826;2.4871185322644567;2.39022209011375;2.408758968310452;2.2789162299955525
20190827;2.27644940920043;2.1709879610144465;2.179579725570187;2.039131560626409
20190828;1.9441557289680833;1.8967182338734387;1.8976215848808482;1.83918824482964
20190829;1.8979975961584332;1.8273818641762023;1.8245222929851457;1.842104013166584
20190830;2.34079962895931;2.2257139412577738;2.26743973490908;2.0232452631628424
20190831;2.189487784897683;2.02400986539508;2.023703057241853;2.0071452139866826
20190901;1.54933783976249;1.3703786717910578;1.3351318522766078;1.3540961866417935
20190902;1.41414410727977;1.2926233261465254;1.2735637183156545;1.3170062529848099
20190903;1.2310663409680067;1.0541640594197632;1.1542051194559213;1.1156368443949853
20190904;1.7219433722080566;1.5192686605741146;1.4823672607853022;1.51992629767008
20190905;1.52256034174842;1.4717737503342854;1.4746550788596837;1.4246134758988618
20190906;1.7128806686096265;1.429554534996827;1.4523778109526606;1.4031059123489467
20190907;0.9062257271839597;0.8132212402712706;0.8514478066237544;0.8186133519995715
20190908;0.984656680451503;0.9008591352845674;0.9029424328754172;-9999
20190909;1.36208827486849;1.263599680165907;1.2420407105512636;1.271963838999544
20190910;1.3731593320754534;1.250551020012433;1.232706816893148;1.3729537284410775
20190911;1.1995011068121166;1.1338646177960257;1.119279595414434;-9999
20190912;1.1203808886938134;0.9300856611241818;0.9110430309215083;0.8966504048447682
20190913;1.6102481641723199;1.4124529218462238;1.3918490977294826;1.4072163836461813
20190914;1.7168696887135733;1.5075050541677895;1.4668211192603628;1.5048776929484888
20190915;1.0068939617841632;0.8025832486436438;0.816250756394988;-9999
20190916;1.7116925675360435;1.4872929784866702;1.4757097210942114;1.475450963729455
20190917;1.28324754494391;1.237089677962135;1.243808015414911;1.2605732952581503
20190918;1.6040826489799267;1.1098648698184854;1.2844365694263435;-9999
20190919;1.31281517381407;1.1109001280398927;1.0905229187422896;1.0856670256704488
20190920;0.9888131808996711;0.8792019498451396;0.8531499363487665;0.9357326664441727
20190921;1.3041601605396866;1.196167127404115;1.2100981821800352;1.1852985504778808
20190922;1.2730479800061;1.192814172522903;1.1799918793231998;1.1847019413615005
20190923;1.3727857088076165;1.1800181479563436;1.205623636124257;1.2110032600765628
20190924;1.6984843977044;1.4714887994281238;1.471671103143537;1.4195319221494462
20190925;2.0874496410402537;1.7849938947649624;1.7717527349139013;1.785947897660252
20190926;1.0294977980248934;0.8773322921182439;0.8715944260467825;-9999
20190927;0.9017989270554;0.835326904396474;0.8327129167823237;-9999
20190928;0.8589394343322403;0.6820957274390403;0.6769871491705809;0.7662097169019412
20190929;0.6404762549297186;0.4624743404227133;0.4444889946115526;-9999
20190930;1.5782977618421798;1.0028275651951108;1.2364532740742564;0.9338901742944896
20191001;0.7770616544361625;0.6936824317081731;0.6901981789597571;-9999
20191002;0.9664584312041816;0.8711042855836507;0.858676499866142;0.8712388147437257
20191003;1.0454505222532866;0.9157809865326241;0.8989795919661016;-9999
20191004;0.9167424295327914;0.8089194547250353;0.7923489881602598;-9999
20191005;0.7593775772344191;0.6894045505470681;0.7085430208873699;0.7169215419440109
20191006;0.6741332403039291;0.5536456893969921;0.5565990787253113;-9999
20191007;0.9944037336687307;0.8475157575802462;0.8677926921997556;0.8885733594513892
20191008;1.2809299402822936;1.1058066631624515;1.0795151312334774;1.1869695080098395
20191009;0.9960686660679766;0.8805311175467637;0.8643155792593137;-9999
20191010;0.8896323170630781;0.7554854119324533;0.7463991659870635;0.8099116756418052
20191011;1.0263953692256267;0.8397152988368703;0.8404318350748555;0.9190401260236031
20191012;1.1248645349421067;1.0011810689691145;0.9977721487045924;1.0402167292876983
20191013;0.9751645696047803;0.8743384412589907;0.8793068445920718;0.9771798267752148
20191014;0.7352135421409632;0.6334915702776761;0.6597355463231951;-9999
20191015;0.7283763854677107;0.47872348840973133;0.48494060499320535;0.5757949663116823
20191016;0.5729416704382083;0.4430425757845169;0.43347090200655947;0.5345377570251698
20191017;0.5071608056114773;0.43551139088741614;0.41845208879864426;-9999
20191018;0.4252353144610213;0.3764178320634449;0.368235081665851;-9999
20191019;0.81729157528719;0.4836877184982423;-9999;-9999
20191020;0.527976682977645;0.46149573561201446;0.4873563134934274;0.5159288173591581
20191021;0.4723429470532676;0.38243427004499675;0.37832498948509474;0.4567806681799335
20191022;0.45618798205694033;0.34345063970073486;0.3340108204855097;-9999
20191023;0.7405337797325969;0.5365619525618033;0.5327946308405994;0.6376088267239418
20191024;0.7910015877033088;0.47670814089000896;0.49044958888623935;-9999
20191025;0.7707692893848682;0.5790257201465752;0.5776153131440758;0.6903332891089344
20191026;0.5920038852377646;0.47172059962341667;0.4836560999462211;0.5756106012625617
20191027;0.6722030607351873;0.41636000342794455;0.4010807090040357;-9999
20191028;0.40972304589680936;0.31553270711107395;0.3358407666416168;-9999
20191029;0.3885450941993547;0.23769582533749373;0.22250735826414314;0.33916502199760706
20191030;0.20164507916320437;0.12298809104242002;0.11336063399030652;-9999
20191031;0.25669121652905663;0.17562333262977117;0.17705639555422029;-9999
20191101;0.183973587948969;0.12755669521375124;0.12602071549565919;0.16143290086605155
20191102;0.20087419040320068;0.14306635258107042;0.14036515717857467;-9999
20191103;0.19005883316779867;0.12717215019616535;0.13130264420737534;-9999
20191104;0.16917554924693234;0.10520520454107397;0.10033872601817054;-9999
20191105;0.17440044915129263;0.07522283933111182;0.08128631878730715;0.14010845855838175
20191106;0.19827159659569302;0.08131948857717633;-9999;-9999
20191107;0.22576771566340634;0.13499103234983031;-9999;-9999
20191108;0.4766989127692463;0.16494882346313375;-9999;-9999
20191109;0.32843968592115896;0.11007116518795852;-9999;-9999
20191110;0.243919259259619;0.11251066070569794;-9999;-9999
20191111;0.19087182026205765;0.10965935273533955;0.10887954032272354;-9999
20191112;0.12419646123825134;0.07030492249966665;0.06646737530303289;-9999
20191113;0.14989339076182734;0.06401410138691889;-9999;-9999
20191114;0.08206224391539046;0.023601340239175816;-9999;-9999
20191115;0.4983868581162583;0.2934594939832896;0.3172451809213273;0.2924004579608627
20191116;0.347689683844314;0.23199386186418824;0.2309552701236396;-9999
20191117;0.3155229398487756;0.22251682906909742;0.219448887248871;0.27992863757865255
20191118;0.20280086370275865;0.13491240546413882;0.13339839618967617;-9999
20191119;0.281896124151629;0.1694712604323042;-9999;0.22913957746791244
20191120;0.196400514159634;0.10806021173379556;-9999;-9999
20191121;0.130306357308043;0.0711282197385245;0.0586985018404334;-9999
20191122;0.17718929614223;0.12378387409782755;-9999;-9999
20191123;0.1966855429106673;0.11999750571181332;0.12137032306390244;-9999
20191124;0.12695352586735564;0.08383556718011576;0.0858038132409348;-9999
20191125;0.314072758210496;0.19515011010608158;0.13967156380152213;-9999
20191126;-9999;-9999;-9999;-9999
20191127;-9999;-9999;-9999;-9999
20191128;0.6730314266743557;0.06472133094304179;0.11132826293957745;-9999
20191129;0.5197597716931517;0.12746326606915342;-9999;-9999
20191130;-9999;-9999;-9999;-9999
20191201;-9999;-9999;-9999;-9999
20191202;-9999;-9999;-9999;-9999
20191203;-9999;-9999;-9999;-9999
20191204;-9999;-9999;-9999;-9999
20191205;0.40676516761441134;0.07190986740619544;0.044317640882500425;-9999
20191206;-9999;-9999;-9999;-9999
20191207;-9999;-9999;-9999;-9999
20191208;-9999;-9999;-9999;-9999
20191209;0.4558078933880057;0.0777536865018293;0.11635944520547985;-9999
20191210;0.3033551694278203;0.024161070342483854;0.029334938476044254;-9999
20191211;-9999;-9999;-9999;-9999
20191212;-9999;-9999;-9999;-9999
20191213;-9999;-9999;-9999;-9999
20191214;1.1778334629081668;0.7461141123647772;-9999;-9999
20191215;0.8815978443819006;0.6060516251822786;0.5814985050487541;-9999
20191216;0.8125693166390118;0.5029975309541597;0.5501990585692234;-9999
20191217;0.8148688643544052;0.28155737828386146;-9999;-9999
20191218;-9999;-9999;-9999;-9999
20191219;-9999;-9999;-9999;-9999
20191220;-9999;-9999;-9999;-9999
20191221;-9999;-9999;-9999;-9999
20191222;-9999;-9999;-9999;-9999
20191223;-9999;-9999;-9999;-9999
20191224;-9999;-9999;-9999;-9999
20191225;-9999;-9999;-9999;-9999
20191226;-9999;-9999;-9999;-9999
20191227;-9999;-9999;-9999;-9999
20191228;-9999;-9999;-9999;-9999
20191229;-9999;-9999;-9999;-9999
20191230;-9999;-9999;-9999;-9999
20191231;-9999;-9999;-9999;-9999
20200101;-9999;-9999;-9999;-9999
20200102;-9999;-9999;-9999;-9999
20200103;-9999;-9999;-9999;-9999
20200104;-9999;-9999;-9999;-9999
20200105;-9999;-9999;-9999;-9999
20200106;-9999;-9999;-9999;-9999
20200107;-9999;-9999;-9999;-9999
20200108;-9999;-9999;-9999;-9999
20200109;-9999;-9999;-9999;-9999
20200110;-9999;-9999;-9999;-9999
20200111;-9999;-9999;-9999;-9999
20200112;-9999;-9999;-9999;-9999
20200113;-9999;-9999;-9999;-9999
20200114;-9999;-9999;-9999;-9999
20200115;-9999;-9999;-9999;-9999
20200116;-9999;-9999;-9999;-9999
20200117;-9999;-9999;-9999;-9999
20200118;-9999;-9999;-9999;-9999
20200119;-9999;-9999;-9999;-9999
20200120;-9999;-9999;-9999;-9999
20200121;-9999;-9999;-9999;-9999
20200122;-9999;-9999;-9999;-9999
20200123;-9999;-9999;-9999;-9999
20200124;-9999;-9999;-9999;-9999
20200125;-9999;-9999;-9999;-9999
20200126;-9999;-9999;-9999;-9999
20200127;-9999;-9999;-9999;-9999
20200128;-9999;-9999;-9999;-9999
20200129;-9999;-9999;-9999;-9999
20200130;-9999;-9999;-9999;-9999
20200131;-9999;-9999;-9999;-9999
20200201;-9999;-9999;-9999;-9999
20200202;-9999;-9999;-9999;-9999
20200203;-9999;-9999;-9999;-9999
20200204;-9999;-9999;-9999;-9999
20200205;-9999;-9999;-9999;-9999
20200206;-9999;-9999;-9999;-9999
20200207;-9999;-9999;-9999;-9999
20200208;-9999;-9999;-9999;-9999
20200209;-9999;-9999;-9999;-9999
20200210;-9999;-9999;-9999;-9999
20200211;-9999;-9999;-9999;-9999
20200212;-9999;-9999;-9999;-9999
20200213;-9999;-9999;-9999;-9999
20200214;-9999;-9999;-9999;-9999
20200215;-9999;-9999;-9999;-9999
20200216;-9999;-9999;-9999;-9999
20200217;-9999;-9999;-9999;-9999
20200218;-9999;-9999;-9999;-9999
20200219;-9999;-9999;-9999;-9999
20200220;-9999;-9999;-9999;-9999
20200221;-9999;-9999;-9999;-9999
20200222;-9999;-9999;-9999;-9999
20200223;-9999;-9999;-9999;-9999
20200224;-9999;-9999;-9999;-9999
20200225;-9999;-9999;-9999;-9999
20200226;-9999;-9999;-9999;-9999
20200227;-9999;-9999;-9999;-9999
20200228;-9999;-9999;-9999;-9999
20200229;-9999;-9999;-9999;-9999
20200301;-9999;-9999;-9999;-9999
20200302;-9999;-9999;-9999;-9999
20200303;-9999;-9999;-9999;-9999
20200304;-9999;-9999;-9999;-9999
20200305;-9999;-9999;-9999;-9999
20200306;-9999;-9999;-9999;-9999
20200307;-9999;-9999;-9999;-9999
20200308;-9999;-9999;-9999;-9999
20200309;-9999;-9999;-9999;-9999
20200310;-9999;-9999;-9999;-9999
20200311;-9999;-9999;-9999;-9999
20200312;-9999;-9999;-9999;-9999
20200313;-9999;-9999;-9999;-9999
20200314;-9999;-9999;-9999;-9999
20200315;-9999;-9999;-9999;-9999
20200316;-9999;-9999;-9999;-9999
20200317;-9999;-9999;-9999;-9999
20200318;-9999;-9999;-9999;-9999
20200319;-9999;-9999;-9999;-9999
20200320;-9999;-9999;-9999;-9999
20200321;-9999;-9999;-9999;-9999
20200322;-9999;-9999;-9999;-9999
20200323;-9999;-9999;-9999;-9999
20200324;-9999;-9999;-9999;-9999
20200325;-9999;-9999;-9999;-9999
20200326;-9999;-9999;-9999;-9999
20200327;-9999;-9999;-9999;-9999
20200328;-9999;-9999;-9999;-9999
20200329;-9999;-9999;-9999;-9999
20200330;-9999;-9999;-9999;-9999
20200331;-9999;-9999;-9999;-9999
20200401;-9999;-9999;-9999;-9999
20200402;-9999;-9999;-9999;-9999
20200403;-9999;-9999;-9999;-9999
20200404;-9999;-9999;-9999;-9999
20200405;-9999;-9999;-9999;-9999
20200406;-9999;-9999;-9999;-9999
20200407;-9999;-9999;-9999;-9999
20200408;-9999;-9999;-9999;-9999
20200409;-9999;-9999;-9999;-9999
20200410;-9999;-9999;-9999;-9999
20200411;-9999;-9999;-9999;-9999
20200412;-9999;-9999;-9999;-9999
20200413;-9999;-9999;-9999;-9999
20200414;-9999;-9999;-9999;-9999
20200415;-9999;-9999;-9999;-9999
20200416;-9999;-9999;-9999;-9999
20200417;-9999;-9999;-9999;-9999
20200418;-9999;-9999;-9999;-9999
20200419;-9999;-9999;-9999;-9999
20200420;-9999;-9999;-9999;-9999
20200421;-9999;-9999;-9999;-9999
20200422;-9999;-9999;-9999;-9999
20200423;-9999;-9999;-9999;-9999
20200424;-9999;-9999;-9999;-9999
20200425;-9999;-9999;-9999;-9999
20200426;-9999;-9999;-9999;-9999
20200427;-9999;-9999;-9999;-9999
20200428;-9999;-9999;-9999;-9999
20200429;-9999;-9999;-9999;-9999
20200430;-9999;-9999;-9999;-9999
20200501;-9999;-9999;-9999;-9999
20200502;-9999;-9999;-9999;-9999
20200503;-9999;-9999;-9999;-9999
20200504;-9999;-9999;-9999;-9999
20200505;-9999;-9999;-9999;-9999
20200506;-9999;-9999;-9999;-9999
20200507;-9999;-9999;-9999;-9999
20200508;-9999;-9999;-9999;-9999
20200509;-9999;-9999;-9999;-9999
20200510;-9999;-9999;-9999;-9999
20200511;-9999;-9999;-9999;-9999
20200512;2.4057901020600503;1.4709735503749726;1.5066130229690569;-9999
20200513;-9999;-9999;-9999;-9999
20200514;1.7016062431735832;1.0364247518067367;1.099848812333651;-9999
20200515;2.5647888575609503;1.9809068574640791;1.985653002166863;1.7250592153640703
20200516;1.4793373978432565;1.1435670471766342;1.1357713380575492;-9999
20200517;2.41239581824011;0.9601212500174456;-9999;-9999
20200518;1.9180542017604567;1.4136049796809171;1.3610825720056892;-9999
20200519;2.2156000700755634;1.874120096360863;1.8764746975723534;1.8063945830674009
20200520;2.14565012652616;1.824341576348858;1.8485233705808506;1.605544387532221
20200521;2.8545868856980436;2.5368549084532135;2.5518432171714722;2.215001247821059
20200522;2.5447706325737833;2.2620408391267084;2.270169159230831;2.15113966308009
20200523;3.100825644543937;2.8043155404829148;2.8150378187076095;2.471122988863848
20200524;3.540814255223887;3.114863745740293;3.1417280945237476;2.748751126064711
20200525;4.06282929156447;3.550234351251508;3.5729664848719103;3.1034241322512006
20200526;4.3269395597852665;3.788432421785248;3.8140694682012275;3.6627460403787104
20200527;4.276554763032423;3.6819613647625826;3.715134713764651;3.5037476145987427
20200528;3.755936596548223;3.5196305091907885;3.532994814184551;2.9748652597578533
20200529;2.11963605767885;1.8987042729977959;1.9032051880883483;-9999
20200530;1.91005655910312;1.540490686111009;1.5520061883066776;1.5876711127438718
20200531;1.93195402834323;1.7815342695715894;1.7890853734020447;1.6508215056753364
20200601;2.7881565353755366;2.606558532108077;2.591420660089835;2.21415577066937
20200602;3.8289997607801403;3.5960815602800764;3.607950335705033;3.2260901979704584
20200603;4.147441178319343;3.7708853651618695;3.733100417473243;3.424421508417918
20200604;4.090811366504723;3.71921619387369;3.7511651357441194;-9999
20200605;2.5559899628867933;2.3671226063222885;2.347967579894884;2.3629728626346744
20200606;2.30369513008366;2.055985706476357;2.0266060309624527;2.1200112425956443
20200607;2.08003867444274;1.840119710219543;1.8252985862383384;-9999
20200608;2.62751969819887;2.4174531182541674;2.406731886430168;2.2642312103668956
20200609;2.8567807659572435;2.5761086477625645;2.567658483810808;2.41441462427162
20200610;3.267467681418007;3.057480686837728;3.0442520739743806;2.8744727567573243
20200611;2.6489621633772065;2.4935146675568283;2.484743536252409;2.4191477104260772
20200612;1.6399986872759633;1.4871554940843157;1.4686220051371226;1.4848316615670827
20200613;2.23926499144959;2.0455812506299766;2.0465237649444803;2.0786755054653794
20200614;2.8829393549796136;2.685123366780598;2.6562870981751736;-9999
20200615;2.366186977504736;2.184956973344788;2.163665029106668;2.121149109388384
20200616;2.3280253297459734;2.0640770997877302;2.049158359646653;2.2071746835429114
20200617;3.20124946387445;3.021495069519687;3.014022094223268;2.5543684556987154
20200618;3.3469844343519033;3.1440694660629425;3.1308335839739367;-9999
20200619;2.8679985155470966;2.8019196811554345;2.8087526022822082;-9999
20200620;2.5646076106694005;2.3908187180298013;2.396211695236693;2.3276498464217834
20200621;2.9577187551988264;2.7718446797393406;2.7752983188427365;2.579669043997012
20200622;3.05260224853345;2.912075556718355;2.9241078233910294;2.736256214974517
20200623;2.7908831748931937;2.68980718394166;2.6959581416637244;2.541107436312821
20200624;2.5142209103215434;2.3063577077126376;2.309281364461765;2.342094523783771
20200625;2.7397697181081164;2.6030739638308606;2.623401471918934;2.483078438289453
20200626;3.0741933803891737;2.985255117940443;2.998734019498119;2.769321619899663
20200627;2.2578553810761903;2.1719094306527285;2.1821985768348116;2.0692131560050027
20200628;2.6624087448580833;2.4781520968427806;2.4849613031831446;-9999
20200629;2.9014575236641034;2.742447479254836;2.738399687870429;2.553695763599876
20200630;2.9625266405233;2.7568703979883296;2.763841565233196;2.445238361484138
20200701;3.10343730022988;2.8874837761437657;2.8935049237686195;2.795007863022236
20200702;2.14954812067727;2.1040186150234095;2.1048699704086267;2.0874221011993974
20200703;2.6152815190810967;2.495580563265514;2.493408860674286;2.4326594319111363
20200704;3.5768401363870868;3.247548126674569;3.250748270128787;-9999
20200705;3.411198480461627;3.061746132975878;3.0746039334689805;-9999
20200706;3.230616823774543;3.043194740319593;3.0418788636948486;-9999
20200707;3.1467609560532437;2.9895937652765507;3.006004422547666;2.698196373042819
20200708;3.72052628158481;3.48463709452456;3.4771049578172444;3.055879018172637
20200709;3.361146099653167;3.1550240808921615;3.1721784016167156;-9999
20200710;3.6063252856282433;3.369251703255198;3.363946914143064;2.9412648537558828
20200711;3.5596105303015437;3.3326738888001946;3.328331279408906;2.966021240865309
20200712;2.95730303481378;2.734611670806477;2.7469411207840753;-9999
20200713;2.7308448723019296;2.6548261360075145;2.661328311495983;2.6574624178395307
20200714;2.6126354655283603;2.5181046799802433;2.529297204054551;2.643641447073824
20200715;2.63051850709029;2.4866192997452896;2.498251190564245;-9999
20200716;2.2839015870871564;2.198747450946493;2.2013920759375556;2.1429695789943923
20200717;2.4959233304928605;2.4174003355579132;2.41832899911811;-9999
20200718;2.799027928196027;2.7425925547816266;2.742140559870519;2.536213888462632
20200719;2.1177997099435597;2.0363994476866263;2.0408322429490955;2.027881191272668
20200720;2.2454856465498736;2.1626871272099706;2.1691063399719597;2.212155974874798
20200721;2.29222573223569;2.22160030784249;2.2231019952315885;2.2279165358005164
20200722;2.3721614606415766;2.311025037888738;2.3116652034954397;2.275258132702233
20200723;2.45652985335143;2.401930401942642;2.4025445004104404;2.3229197990821704
20200724;2.5653655568387497;2.4783692590918203;2.4918249973627233;-9999
20200725;2.632373365931967;2.53516377976221;2.555632190877926;2.4029868653063544
20200726;2.3714221550315635;2.290281665254372;2.291344059023785;2.2189567085190096
20200727;2.4660825729612132;2.351877763449851;2.3553709221254433;2.3066567607438095
20200728;2.422766212832087;2.3470212865745097;2.353589403101884;2.2226844576067055
20200729;2.39584406413978;2.347882047930103;2.349430423655538;2.1488175782226375
20200730;2.1038419260666337;2.0593645247839976;2.059182382150158;1.9079870582708232
20200731;2.709235971174893;2.470934582674751;2.471669306362141;2.4190421373102065
20200801;2.6983145334738565;2.455795838516663;2.4364992373831496;2.243101325379488
20200802;2.1656846219106334;1.8729817906721793;2.091348392558783;1.7617197574317853
20200803;2.566800554392597;2.368083602582151;2.375050581237331;-9999
20200804;2.4967454498811366;2.3183493762914744;2.277970148624137;2.1939505230726564
20200805;2.459410036045077;2.3572824762140385;2.362487918418571;2.358232480719954
20200806;2.508669427649263;2.3656413043592783;2.3709496288520326;-9999
20200807;2.75122147715749;2.6847554725245155;2.6872224974163523;2.679164155435831
20200808;2.41875901177021;2.339497136735831;2.350386752629606;-9999
20200809;2.1068739016548332;2.0005355289263678;2.007734300081732;-9999
20200810;2.2540215366179397;2.187981526996445;2.1961638100386556;2.1662070211208855
20200811;1.8456700071937633;1.792142389880478;1.7927594687673074;1.7727698454762442
20200812;2.5435785196669265;2.467605369124444;2.4674225356769655;2.231280634170989
20200813;2.9173417733289395;2.6548510966785237;2.657911975467098;2.3494824184645777
20200814;3.2960730136829235;2.8942617873688503;2.8917241428301965;2.6956789029230466
20200815;2.9879353336086734;2.6768667399988044;2.6588621533127235;2.4687196637710485
20200816;2.904036333582347;1.959918233883746;2.0800858943003027;2.040267607171638
20200817;1.4106471664236733;0.826449499992518;0.8937849860724433;-9999
20200818;3.59057650933749;2.9105121786132986;2.867059143752224;3.0256008370906695
20200819;3.8756030607764367;3.5612244314820534;3.5448815591621963;-9999
20200820;2.9721110515008333;2.7889331977159566;2.7797565097421466;2.6185561870070275
20200821;3.2207140140993027;3.0474512623115704;3.057731508347853;-9999
20200822;2.49676302216317;2.240776380476884;2.1879379305520574;-9999
20200823;1.64336535442189;1.4340955778981943;1.4140290379083447;1.5385146509442964
20200824;2.15500286207056;1.8151699096846308;1.8003715674947143;1.9975658954277509
20200825;1.9666083740330167;1.8507346598702463;1.8341284457165776;1.8040662284555586
20200826;1.4493602551236335;1.3530843702050444;1.355390105782863;-9999
20200827;1.6176731037462801;1.5283627281644547;1.5315304932375386;1.5768186051496347
20200828;1.5277572987390766;1.4426580482754507;1.4493496019176948;-9999
20200829;1.6558530258640165;1.5157903532616972;1.515007542498665;-9999
20200830;1.6100173195556933;1.5564645671916248;1.5588483710953593;-9999
20200831;1.3760318883663867;1.3361341912622462;1.3318134252380187;1.288352245933313
20200901;1.1588309045764633;1.1064595948035563;1.1043402153871131;1.1315866387328446
20200902;1.3750026572631533;1.3367120979055376;1.3368740513965494;1.341479164700776
20200903;1.7614712596416933;1.7077336392389642;1.7086796416648278;-9999
20200904;2.2688514082757134;2.106160793722415;2.080635838060848;1.986780101330532
20200905;2.7149350810017197;2.4973845309924743;2.5079071866643527;2.1425880850486014
20200906;2.247415602120883;1.6066594987123666;1.6378423964669258;-9999
20200907;1.7495751342028398;0.8094478875538994;0.826730625464318;1.3964057420211433
20200908;0.9690851608479126;0.43180324781481233;0.5210458086474004;0.6134587981518616
20200909;0.12759035941277233;0.08833121229662212;0.0875742061517963;-9999
20200910;0.3753772607470656;0.3246285095331649;0.32805837270563615;0.336768690910294
20200911;1.5201387866095832;1.4624305896794152;1.459643539393247;-9999
20200912;2.1649354534759095;2.08790639938817;2.069477691114167;-9999
20200913;1.36486032874508;1.3068851120868816;1.3086913298392606;-9999
20200914;1.2374349579116302;1.164472342106062;1.1519986750148632;1.247264491059444
20200915;1.5951237306059;1.5204448616655077;1.528505080554324;-9999
20200916;1.6124433999601466;1.5170462925535984;1.5566526934179665;-9999
20200917;1.3947763943823832;1.1962261849033664;1.1174326444430263;-9999
20200918;0.9976348107776357;0.8277885156542116;0.8281476167220587;-9999
20200919;1.1838347260045599;1.0758640000928472;1.0775544601165616;-9999
20200920;1.69198204627404;1.5966992730513023;1.5877737337562474;-9999
